<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.Si-9.23,1,20230912,224200,95278.0000000,95284.0000000,95278.0000000,95284.0000000,57
SPFB.Si-9.23,1,20230912,224400,95283.0000000,95283.0000000,95273.0000000,95276.0000000,65
SPFB.Si-9.23,1,20230912,224500,95274.0000000,95274.0000000,95241.0000000,95246.0000000,363
SPFB.Si-9.23,1,20230912,224600,95248.0000000,95259.0000000,95248.0000000,95259.0000000,67
SPFB.Si-9.23,1,20230912,224700,95259.0000000,95269.0000000,95249.0000000,95257.0000000,95
SPFB.Si-9.23,1,20230912,224800,95268.0000000,95272.0000000,95259.0000000,95267.0000000,47
SPFB.Si-9.23,1,20230912,224900,95260.0000000,95270.0000000,95258.0000000,95268.0000000,48
SPFB.Si-9.23,1,20230912,225000,95265.0000000,95266.0000000,95262.0000000,95266.0000000,10
SPFB.Si-9.23,1,20230912,225100,95265.0000000,95266.0000000,95265.0000000,95265.0000000,10
SPFB.Si-9.23,1,20230912,225200,95265.0000000,95267.0000000,95260.0000000,95260.0000000,89
SPFB.Si-9.23,1,20230912,225300,95260.0000000,95260.0000000,95251.0000000,95255.0000000,69
SPFB.Si-9.23,1,20230912,225400,95255.0000000,95255.0000000,95250.0000000,95250.0000000,84
SPFB.Si-9.23,1,20230912,225500,95250.0000000,95262.0000000,95245.0000000,95252.0000000,155
SPFB.Si-9.23,1,20230912,225600,95252.0000000,95349.0000000,95198.0000000,95260.0000000,5069
SPFB.Si-9.23,1,20230912,225700,95260.0000000,95264.0000000,95246.0000000,95264.0000000,154
SPFB.Si-9.23,1,20230912,225800,95261.0000000,95262.0000000,95261.0000000,95261.0000000,5
SPFB.Si-9.23,1,20230912,225900,95262.0000000,95268.0000000,95253.0000000,95268.0000000,45
SPFB.Si-9.23,1,20230912,230000,95268.0000000,95272.0000000,95263.0000000,95266.0000000,74
SPFB.Si-9.23,1,20230912,230100,95264.0000000,95270.0000000,95258.0000000,95258.0000000,36
SPFB.Si-9.23,1,20230912,230200,95258.0000000,95261.0000000,95251.0000000,95251.0000000,45
SPFB.Si-9.23,1,20230912,230300,95249.0000000,95251.0000000,95242.0000000,95249.0000000,39
SPFB.Si-9.23,1,20230912,230400,95247.0000000,95249.0000000,95235.0000000,95249.0000000,131
SPFB.Si-9.23,1,20230912,230500,95249.0000000,95255.0000000,95249.0000000,95255.0000000,27
SPFB.Si-9.23,1,20230912,230600,95253.0000000,95255.0000000,95249.0000000,95249.0000000,20
SPFB.Si-9.23,1,20230912,230700,95254.0000000,95254.0000000,95252.0000000,95253.0000000,30
SPFB.Si-9.23,1,20230912,230800,95252.0000000,95253.0000000,95252.0000000,95253.0000000,11
SPFB.Si-9.23,1,20230912,230900,95253.0000000,95255.0000000,95253.0000000,95255.0000000,31
SPFB.Si-9.23,1,20230912,231000,95254.0000000,95255.0000000,95252.0000000,95255.0000000,35
SPFB.Si-9.23,1,20230912,231100,95254.0000000,95255.0000000,95247.0000000,95255.0000000,59
SPFB.Si-9.23,1,20230912,231200,95254.0000000,95254.0000000,95244.0000000,95246.0000000,38
SPFB.Si-9.23,1,20230912,231300,95246.0000000,95246.0000000,95236.0000000,95241.0000000,44
SPFB.Si-9.23,1,20230912,231400,95246.0000000,95251.0000000,95244.0000000,95244.0000000,23
SPFB.Si-9.23,1,20230912,231500,95244.0000000,95244.0000000,95209.0000000,95220.0000000,329
SPFB.Si-9.23,1,20230912,231600,95219.0000000,95220.0000000,95210.0000000,95215.0000000,92
SPFB.Si-9.23,1,20230912,231700,95214.0000000,95220.0000000,95214.0000000,95214.0000000,45
SPFB.Si-9.23,1,20230912,231800,95214.0000000,95219.0000000,95195.0000000,95199.0000000,264
SPFB.Si-9.23,1,20230912,231900,95195.0000000,95201.0000000,95183.0000000,95200.0000000,336
SPFB.Si-9.23,1,20230912,232000,95200.0000000,95201.0000000,95184.0000000,95188.0000000,196
SPFB.Si-9.23,1,20230912,232100,95188.0000000,95194.0000000,95170.0000000,95177.0000000,394
SPFB.Si-9.23,1,20230912,232200,95171.0000000,95177.0000000,95159.0000000,95168.0000000,612
SPFB.Si-9.23,1,20230912,232300,95167.0000000,95174.0000000,95160.0000000,95166.0000000,104
SPFB.Si-9.23,1,20230912,232400,95165.0000000,95170.0000000,95161.0000000,95167.0000000,96
SPFB.Si-9.23,1,20230912,232500,95167.0000000,95168.0000000,95161.0000000,95161.0000000,121
SPFB.Si-9.23,1,20230912,232600,95160.0000000,95161.0000000,95156.0000000,95156.0000000,256
SPFB.Si-9.23,1,20230912,232700,95157.0000000,95159.0000000,95156.0000000,95158.0000000,27
SPFB.Si-9.23,1,20230912,232800,95158.0000000,95161.0000000,95158.0000000,95158.0000000,57
SPFB.Si-9.23,1,20230912,232900,95158.0000000,95161.0000000,95152.0000000,95161.0000000,117
SPFB.Si-9.23,1,20230912,233000,95161.0000000,95164.0000000,95155.0000000,95160.0000000,127
SPFB.Si-9.23,1,20230912,233100,95159.0000000,95163.0000000,95142.0000000,95149.0000000,411
SPFB.Si-9.23,1,20230912,233200,95145.0000000,95154.0000000,95142.0000000,95150.0000000,239
SPFB.Si-9.23,1,20230912,233300,95154.0000000,95159.0000000,95150.0000000,95157.0000000,91
SPFB.Si-9.23,1,20230912,233400,95160.0000000,95164.0000000,95160.0000000,95164.0000000,150
SPFB.Si-9.23,1,20230912,233500,95164.0000000,95169.0000000,95151.0000000,95161.0000000,182
SPFB.Si-9.23,1,20230912,233600,95164.0000000,95179.0000000,95151.0000000,95158.0000000,217
SPFB.Si-9.23,1,20230912,233700,95157.0000000,95162.0000000,95153.0000000,95153.0000000,88
SPFB.Si-9.23,1,20230912,233800,95161.0000000,95171.0000000,95146.0000000,95153.0000000,129
SPFB.Si-9.23,1,20230912,233900,95155.0000000,95169.0000000,95146.0000000,95166.0000000,99
SPFB.Si-9.23,1,20230912,234000,95157.0000000,95168.0000000,95143.0000000,95155.0000000,125
SPFB.Si-9.23,1,20230912,234100,95155.0000000,95167.0000000,95155.0000000,95167.0000000,136
SPFB.Si-9.23,1,20230912,234200,95164.0000000,95178.0000000,95155.0000000,95161.0000000,166
SPFB.Si-9.23,1,20230912,234300,95156.0000000,95160.0000000,95148.0000000,95160.0000000,63
SPFB.Si-9.23,1,20230912,234400,95160.0000000,95171.0000000,95156.0000000,95171.0000000,62
SPFB.Si-9.23,1,20230912,234500,95160.0000000,95170.0000000,95143.0000000,95160.0000000,220
SPFB.Si-9.23,1,20230912,234600,95160.0000000,95161.0000000,95145.0000000,95150.0000000,257
SPFB.Si-9.23,1,20230912,234700,95146.0000000,95153.0000000,95146.0000000,95151.0000000,85
SPFB.Si-9.23,1,20230912,234800,95151.0000000,95151.0000000,95141.0000000,95144.0000000,153
SPFB.Si-9.23,1,20230912,234900,95145.0000000,95153.0000000,95132.0000000,95148.0000000,523
SPFB.Si-9.23,1,20230913,090000,94968.0000000,95051.0000000,94950.0000000,95039.0000000,3595
SPFB.Si-9.23,1,20230913,090100,95039.0000000,95071.0000000,95030.0000000,95039.0000000,1268
SPFB.Si-9.23,1,20230913,090200,95037.0000000,95045.0000000,95015.0000000,95020.0000000,755
SPFB.Si-9.23,1,20230913,090300,95020.0000000,95046.0000000,95005.0000000,95033.0000000,937
SPFB.Si-9.23,1,20230913,090400,95036.0000000,95049.0000000,95026.0000000,95041.0000000,463
SPFB.Si-9.23,1,20230913,090500,95040.0000000,95073.0000000,95034.0000000,95071.0000000,713
SPFB.Si-9.23,1,20230913,090600,95071.0000000,95071.0000000,95051.0000000,95056.0000000,681
SPFB.Si-9.23,1,20230913,090700,95056.0000000,95056.0000000,95034.0000000,95034.0000000,465
SPFB.Si-9.23,1,20230913,090800,95035.0000000,95039.0000000,95019.0000000,95028.0000000,651
SPFB.Si-9.23,1,20230913,090900,95023.0000000,95023.0000000,95001.0000000,95013.0000000,530
SPFB.Si-9.23,1,20230913,091000,95012.0000000,95035.0000000,95010.0000000,95027.0000000,309
SPFB.Si-9.23,1,20230913,091100,95027.0000000,95030.0000000,95018.0000000,95021.0000000,259
SPFB.Si-9.23,1,20230913,091200,95018.0000000,95053.0000000,95013.0000000,95053.0000000,372
SPFB.Si-9.23,1,20230913,091300,95050.0000000,95061.0000000,95030.0000000,95055.0000000,397
SPFB.Si-9.23,1,20230913,091400,95055.0000000,95069.0000000,95043.0000000,95068.0000000,346
SPFB.Si-9.23,1,20230913,091500,95067.0000000,95068.0000000,95047.0000000,95068.0000000,295
SPFB.Si-9.23,1,20230913,091600,95068.0000000,95068.0000000,95054.0000000,95062.0000000,120
SPFB.Si-9.23,1,20230913,091700,95061.0000000,95082.0000000,95059.0000000,95073.0000000,350
SPFB.Si-9.23,1,20230913,091800,95068.0000000,95097.0000000,95068.0000000,95084.0000000,732
SPFB.Si-9.23,1,20230913,091900,95084.0000000,95084.0000000,95069.0000000,95071.0000000,201
SPFB.Si-9.23,1,20230913,092000,95079.0000000,95081.0000000,95060.0000000,95060.0000000,466
SPFB.Si-9.23,1,20230913,092100,95060.0000000,95065.0000000,95060.0000000,95061.0000000,150
SPFB.Si-9.23,1,20230913,092200,95060.0000000,95061.0000000,95046.0000000,95047.0000000,241
SPFB.Si-9.23,1,20230913,092300,95045.0000000,95048.0000000,95033.0000000,95043.0000000,217
SPFB.Si-9.23,1,20230913,092400,95041.0000000,95043.0000000,95033.0000000,95043.0000000,25
SPFB.Si-9.23,1,20230913,092500,95042.0000000,95050.0000000,95040.0000000,95050.0000000,85
SPFB.Si-9.23,1,20230913,092600,95047.0000000,95069.0000000,95042.0000000,95068.0000000,230
SPFB.Si-9.23,1,20230913,092700,95068.0000000,95073.0000000,95063.0000000,95073.0000000,110
SPFB.Si-9.23,1,20230913,092800,95074.0000000,95100.0000000,95068.0000000,95094.0000000,443
SPFB.Si-9.23,1,20230913,092900,95094.0000000,95115.0000000,95089.0000000,95115.0000000,378
SPFB.Si-9.23,1,20230913,093000,95115.0000000,95142.0000000,95111.0000000,95136.0000000,199
SPFB.Si-9.23,1,20230913,133000,95162.0000000,95930.0000000,95162.0000000,95691.0000000,25446
SPFB.Si-9.23,1,20230913,133100,95692.0000000,95725.0000000,95642.0000000,95673.0000000,6074
SPFB.Si-9.23,1,20230913,133200,95671.0000000,95791.0000000,95640.0000000,95745.0000000,10385
SPFB.Si-9.23,1,20230913,133300,95745.0000000,95850.0000000,95733.0000000,95819.0000000,7875
SPFB.Si-9.23,1,20230913,133400,95820.0000000,95915.0000000,95811.0000000,95875.0000000,9916
SPFB.Si-9.23,1,20230913,133500,95876.0000000,95988.0000000,95782.0000000,95785.0000000,12131
SPFB.Si-9.23,1,20230913,133600,95789.0000000,95925.0000000,95742.0000000,95924.0000000,9774
SPFB.Si-9.23,1,20230913,133700,95925.0000000,95950.0000000,95868.0000000,95894.0000000,5922
SPFB.Si-9.23,1,20230913,133800,95882.0000000,95952.0000000,95830.0000000,95860.0000000,6579
SPFB.Si-9.23,1,20230913,133900,95859.0000000,95861.0000000,95761.0000000,95767.0000000,3789
SPFB.Si-9.23,1,20230913,134000,95768.0000000,95810.0000000,95741.0000000,95775.0000000,4137
SPFB.Si-9.23,1,20230913,134100,95773.0000000,95776.0000000,95722.0000000,95741.0000000,2929
SPFB.Si-9.23,1,20230913,134200,95743.0000000,95744.0000000,95700.0000000,95729.0000000,4568
SPFB.Si-9.23,1,20230913,134300,95728.0000000,95754.0000000,95659.0000000,95750.0000000,5384
SPFB.Si-9.23,1,20230913,134400,95750.0000000,95750.0000000,95683.0000000,95711.0000000,3335
SPFB.Si-9.23,1,20230913,134500,95710.0000000,95803.0000000,95703.0000000,95776.0000000,5715
SPFB.Si-9.23,1,20230913,134600,95776.0000000,95804.0000000,95757.0000000,95763.0000000,3338
SPFB.Si-9.23,1,20230913,134700,95763.0000000,95799.0000000,95758.0000000,95781.0000000,1990
SPFB.Si-9.23,1,20230913,134800,95781.0000000,95833.0000000,95775.0000000,95833.0000000,6264
SPFB.Si-9.23,1,20230913,134900,95832.0000000,95841.0000000,95812.0000000,95823.0000000,2435
SPFB.Si-9.23,1,20230913,135000,95822.0000000,95832.0000000,95805.0000000,95817.0000000,2129
SPFB.Si-9.23,1,20230913,135100,95811.0000000,95894.0000000,95811.0000000,95869.0000000,3599
SPFB.Si-9.23,1,20230913,135200,95867.0000000,95887.0000000,95850.0000000,95877.0000000,5610
SPFB.Si-9.23,1,20230913,135300,95873.0000000,95918.0000000,95870.0000000,95899.0000000,2200
SPFB.Si-9.23,1,20230913,135400,95899.0000000,95904.0000000,95864.0000000,95875.0000000,2623
SPFB.Si-9.23,1,20230913,135500,95874.0000000,95912.0000000,95869.0000000,95901.0000000,1315
SPFB.Si-9.23,1,20230913,135600,95901.0000000,95912.0000000,95865.0000000,95866.0000000,1952
SPFB.Si-9.23,1,20230913,135700,95866.0000000,95867.0000000,95750.0000000,95770.0000000,6418
SPFB.Si-9.23,1,20230913,135800,95771.0000000,95777.0000000,95743.0000000,95749.0000000,2029
SPFB.Si-9.23,1,20230913,135900,95749.0000000,95757.0000000,95700.0000000,95712.0000000,3870
SPFB.Si-9.23,1,20230913,140500,95713.0000000,95774.0000000,95712.0000000,95749.0000000,4124
SPFB.Si-9.23,1,20230913,140600,95751.0000000,95810.0000000,95728.0000000,95768.0000000,3969
SPFB.Si-9.23,1,20230913,140700,95766.0000000,95783.0000000,95750.0000000,95778.0000000,2576
SPFB.Si-9.23,1,20230913,140800,95773.0000000,95803.0000000,95771.0000000,95783.0000000,5094
SPFB.Si-9.23,1,20230913,140900,95788.0000000,95800.0000000,95762.0000000,95769.0000000,6005
SPFB.Si-9.23,1,20230913,141000,95769.0000000,95786.0000000,95759.0000000,95778.0000000,2175
SPFB.Si-9.23,1,20230913,141100,95779.0000000,95823.0000000,95775.0000000,95816.0000000,4101
SPFB.Si-9.23,1,20230913,141200,95811.0000000,95845.0000000,95803.0000000,95845.0000000,3274
SPFB.Si-9.23,1,20230913,141300,95844.0000000,95871.0000000,95831.0000000,95868.0000000,4019
SPFB.Si-9.23,1,20230913,141400,95868.0000000,95949.0000000,95867.0000000,95919.0000000,5281
SPFB.Si-9.23,1,20230913,141500,95927.0000000,95993.0000000,95927.0000000,95972.0000000,6312
SPFB.Si-9.23,1,20230913,141600,95972.0000000,95993.0000000,95910.0000000,95929.0000000,7065
SPFB.Si-9.23,1,20230913,141700,95929.0000000,95937.0000000,95876.0000000,95898.0000000,2992
SPFB.Si-9.23,1,20230913,141800,95898.0000000,95944.0000000,95894.0000000,95940.0000000,3552
SPFB.Si-9.23,1,20230913,141900,95940.0000000,95985.0000000,95926.0000000,95978.0000000,3781
SPFB.Si-9.23,1,20230913,142000,95980.0000000,96029.0000000,95952.0000000,95971.0000000,5747
SPFB.Si-9.23,1,20230913,142100,95970.0000000,95990.0000000,95951.0000000,95985.0000000,3840
SPFB.Si-9.23,1,20230913,142200,95985.0000000,96025.0000000,95972.0000000,96017.0000000,2827
SPFB.Si-9.23,1,20230913,142300,96017.0000000,96086.0000000,96017.0000000,96080.0000000,3520
SPFB.Si-9.23,1,20230913,142400,96081.0000000,96084.0000000,96050.0000000,96065.0000000,1609
SPFB.Si-9.23,1,20230913,142500,96066.0000000,96067.0000000,96036.0000000,96050.0000000,2525
SPFB.Si-9.23,1,20230913,142600,96050.0000000,96055.0000000,96026.0000000,96035.0000000,1599
SPFB.Si-9.23,1,20230913,142700,96034.0000000,96078.0000000,96024.0000000,96078.0000000,1926
SPFB.Si-9.23,1,20230913,142800,96078.0000000,96131.0000000,96077.0000000,96123.0000000,5537
SPFB.Si-9.23,1,20230913,142900,96119.0000000,96156.0000000,96119.0000000,96140.0000000,4383
SPFB.Si-9.23,1,20230913,143000,96140.0000000,96224.0000000,96133.0000000,96182.0000000,6052
SPFB.Si-9.23,1,20230913,143100,96183.0000000,96199.0000000,96140.0000000,96141.0000000,3182
SPFB.Si-9.23,1,20230913,143200,96141.0000000,96164.0000000,96128.0000000,96129.0000000,2475
SPFB.Si-9.23,1,20230913,143300,96129.0000000,96144.0000000,96090.0000000,96091.0000000,2385
SPFB.Si-9.23,1,20230913,143400,96091.0000000,96110.0000000,96055.0000000,96066.0000000,4076
SPFB.Si-9.23,1,20230913,143500,96067.0000000,96091.0000000,96047.0000000,96048.0000000,2967
SPFB.Si-9.23,1,20230913,143600,96047.0000000,96111.0000000,96046.0000000,96104.0000000,2629
SPFB.Si-9.23,1,20230913,143700,96104.0000000,96106.0000000,96061.0000000,96069.0000000,948
SPFB.Si-9.23,1,20230913,143800,96068.0000000,96093.0000000,96068.0000000,96091.0000000,824
SPFB.Si-9.23,1,20230913,143900,96091.0000000,96137.0000000,96089.0000000,96125.0000000,1002
SPFB.Si-9.23,1,20230913,144000,96126.0000000,96179.0000000,96125.0000000,96176.0000000,2163
SPFB.Si-9.23,1,20230913,144100,96175.0000000,96179.0000000,96153.0000000,96171.0000000,2084
SPFB.Si-9.23,1,20230913,144200,96172.0000000,96176.0000000,96143.0000000,96160.0000000,619
SPFB.Si-9.23,1,20230913,144300,96159.0000000,96163.0000000,96149.0000000,96154.0000000,828
SPFB.Si-9.23,1,20230913,144400,96155.0000000,96155.0000000,96115.0000000,96125.0000000,845
SPFB.Si-9.23,1,20230913,144500,96125.0000000,96146.0000000,96114.0000000,96120.0000000,1867
SPFB.Si-9.23,1,20230913,144600,96119.0000000,96138.0000000,96113.0000000,96137.0000000,731
SPFB.Si-9.23,1,20230913,144700,96136.0000000,96153.0000000,96129.0000000,96135.0000000,693
SPFB.Si-9.23,1,20230913,144800,96136.0000000,96163.0000000,96128.0000000,96140.0000000,1177
SPFB.Si-9.23,1,20230913,144900,96143.0000000,96155.0000000,96121.0000000,96132.0000000,1375
SPFB.Si-9.23,1,20230913,145000,96132.0000000,96155.0000000,96131.0000000,96153.0000000,914
SPFB.Si-9.23,1,20230913,145100,96153.0000000,96165.0000000,96144.0000000,96162.0000000,1218
SPFB.Si-9.23,1,20230913,145200,96162.0000000,96181.0000000,96152.0000000,96172.0000000,1229
SPFB.Si-9.23,1,20230913,145300,96171.0000000,96187.0000000,96162.0000000,96169.0000000,887
SPFB.Si-9.23,1,20230913,145400,96170.0000000,96188.0000000,96166.0000000,96180.0000000,999
SPFB.Si-9.23,1,20230913,145500,96180.0000000,96192.0000000,96173.0000000,96180.0000000,1533
SPFB.Si-9.23,1,20230913,145600,96181.0000000,96188.0000000,96170.0000000,96170.0000000,1121
SPFB.Si-9.23,1,20230913,145700,96170.0000000,96210.0000000,96167.0000000,96199.0000000,3127
SPFB.Si-9.23,1,20230913,145800,96198.0000000,96210.0000000,96193.0000000,96209.0000000,1378
SPFB.Si-9.23,1,20230913,145900,96210.0000000,96228.0000000,96203.0000000,96227.0000000,2538
SPFB.Si-9.23,1,20230913,150000,96226.0000000,96244.0000000,96218.0000000,96236.0000000,15901
SPFB.Si-9.23,1,20230913,150100,96234.0000000,96250.0000000,96231.0000000,96237.0000000,2274
SPFB.Si-9.23,1,20230913,150200,96238.0000000,96273.0000000,96230.0000000,96241.0000000,6146
SPFB.Si-9.23,1,20230913,150300,96242.0000000,96300.0000000,96240.0000000,96291.0000000,4933
SPFB.Si-9.23,1,20230913,150400,96286.0000000,96300.0000000,96277.0000000,96289.0000000,2185
SPFB.Si-9.23,1,20230913,150500,96288.0000000,96379.0000000,96284.0000000,96370.0000000,6576
SPFB.Si-9.23,1,20230913,150600,96372.0000000,96407.0000000,96340.0000000,96349.0000000,6735
SPFB.Si-9.23,1,20230913,150700,96348.0000000,96407.0000000,96340.0000000,96391.0000000,3666
SPFB.Si-9.23,1,20230913,150800,96390.0000000,96437.0000000,96378.0000000,96436.0000000,3788
SPFB.Si-9.23,1,20230913,150900,96432.0000000,96465.0000000,96420.0000000,96445.0000000,5403
SPFB.Si-9.23,1,20230913,151000,96447.0000000,96494.0000000,96445.0000000,96447.0000000,4565
SPFB.Si-9.23,1,20230913,151100,96447.0000000,96490.0000000,96445.0000000,96482.0000000,2279
SPFB.Si-9.23,1,20230913,151200,96481.0000000,96555.0000000,96480.0000000,96533.0000000,8436
SPFB.Si-9.23,1,20230913,151300,96529.0000000,96567.0000000,96512.0000000,96547.0000000,4208
SPFB.Si-9.23,1,20230913,151400,96545.0000000,96583.0000000,96530.0000000,96566.0000000,2490
SPFB.Si-9.23,1,20230913,151500,96568.0000000,96620.0000000,96540.0000000,96549.0000000,6810
SPFB.Si-9.23,1,20230913,151600,96549.0000000,96598.0000000,96525.0000000,96590.0000000,4885
SPFB.Si-9.23,1,20230913,151700,96594.0000000,96645.0000000,96585.0000000,96630.0000000,3722
SPFB.Si-9.23,1,20230913,151800,96632.0000000,96660.0000000,96603.0000000,96619.0000000,4167
SPFB.Si-9.23,1,20230913,151900,96619.0000000,96640.0000000,96604.0000000,96606.0000000,2561
SPFB.Si-9.23,1,20230913,152000,96607.0000000,96615.0000000,96597.0000000,96605.0000000,1681
SPFB.Si-9.23,1,20230913,152100,96606.0000000,96677.0000000,96600.0000000,96655.0000000,2668
SPFB.Si-9.23,1,20230913,152200,96656.0000000,96723.0000000,96655.0000000,96655.0000000,5973
SPFB.Si-9.23,1,20230913,152300,96656.0000000,96709.0000000,96634.0000000,96641.0000000,5388
SPFB.Si-9.23,1,20230913,152400,96642.0000000,96672.0000000,96641.0000000,96660.0000000,2744
SPFB.Si-9.23,1,20230913,152500,96664.0000000,96739.0000000,96651.0000000,96690.0000000,4673
SPFB.Si-9.23,1,20230913,152600,96691.0000000,96705.0000000,96476.0000000,96492.0000000,9218
SPFB.Si-9.23,1,20230913,152700,96494.0000000,96522.0000000,96466.0000000,96520.0000000,6954
SPFB.Si-9.23,1,20230913,152800,96521.0000000,96521.0000000,96454.0000000,96471.0000000,7849
SPFB.Si-9.23,1,20230913,152900,96470.0000000,96556.0000000,96451.0000000,96516.0000000,5245
SPFB.Si-9.23,1,20230913,153000,96514.0000000,96595.0000000,96501.0000000,96552.0000000,6359
SPFB.Si-9.23,1,20230913,153100,96552.0000000,96552.0000000,96450.0000000,96450.0000000,5083
SPFB.Si-9.23,1,20230913,153200,96450.0000000,96486.0000000,96380.0000000,96387.0000000,7232
SPFB.Si-9.23,1,20230913,153300,96389.0000000,96389.0000000,96276.0000000,96307.0000000,5792
SPFB.Si-9.23,1,20230913,153400,96303.0000000,96352.0000000,96290.0000000,96352.0000000,5427
SPFB.Si-9.23,1,20230913,153500,96353.0000000,96444.0000000,96317.0000000,96330.0000000,5126
SPFB.Si-9.23,1,20230913,153600,96329.0000000,96333.0000000,96300.0000000,96311.0000000,2260
SPFB.Si-9.23,1,20230913,153700,96311.0000000,96313.0000000,96236.0000000,96236.0000000,4531
SPFB.Si-9.23,1,20230913,153800,96240.0000000,96309.0000000,96233.0000000,96309.0000000,4535
SPFB.Si-9.23,1,20230913,153900,96308.0000000,96316.0000000,96131.0000000,96148.0000000,6373
SPFB.Si-9.23,1,20230913,154000,96149.0000000,96213.0000000,96136.0000000,96191.0000000,5086
SPFB.Si-9.23,1,20230913,154100,96185.0000000,96293.0000000,96185.0000000,96267.0000000,2561
SPFB.Si-9.23,1,20230913,154200,96268.0000000,96314.0000000,96262.0000000,96280.0000000,1507
SPFB.Si-9.23,1,20230913,154300,96280.0000000,96287.0000000,96229.0000000,96274.0000000,1996
SPFB.Si-9.23,1,20230913,154400,96274.0000000,96289.0000000,96233.0000000,96252.0000000,1011
SPFB.Si-9.23,1,20230913,154500,96253.0000000,96386.0000000,96252.0000000,96366.0000000,3743
SPFB.Si-9.23,1,20230913,154600,96366.0000000,96400.0000000,96281.0000000,96288.0000000,2279
SPFB.Si-9.23,1,20230913,154700,96290.0000000,96440.0000000,96290.0000000,96430.0000000,3842
SPFB.Si-9.23,1,20230913,154800,96425.0000000,96486.0000000,96380.0000000,96436.0000000,4858
SPFB.Si-9.23,1,20230913,154900,96436.0000000,96460.0000000,96402.0000000,96456.0000000,2550
SPFB.Si-9.23,1,20230913,155000,96455.0000000,96500.0000000,96444.0000000,96473.0000000,2754
SPFB.Si-9.23,1,20230913,155100,96473.0000000,96475.0000000,96431.0000000,96435.0000000,1185
SPFB.Si-9.23,1,20230913,155200,96435.0000000,96441.0000000,96367.0000000,96373.0000000,2407
SPFB.Si-9.23,1,20230913,155300,96371.0000000,96371.0000000,96297.0000000,96297.0000000,2464
SPFB.Si-9.23,1,20230913,155400,96297.0000000,96302.0000000,96226.0000000,96250.0000000,2805
SPFB.Si-9.23,1,20230913,155500,96249.0000000,96290.0000000,96229.0000000,96278.0000000,1177
SPFB.Si-9.23,1,20230913,155600,96281.0000000,96320.0000000,96261.0000000,96300.0000000,1415
SPFB.Si-9.23,1,20230913,155700,96300.0000000,96321.0000000,96265.0000000,96301.0000000,917
SPFB.Si-9.23,1,20230913,155800,96300.0000000,96377.0000000,96293.0000000,96310.0000000,1059
SPFB.Si-9.23,1,20230913,155900,96308.0000000,96339.0000000,96291.0000000,96330.0000000,1130
SPFB.Si-9.23,1,20230913,160000,96329.0000000,96437.0000000,96327.0000000,96402.0000000,2758
SPFB.Si-9.23,1,20230913,160100,96401.0000000,96466.0000000,96392.0000000,96456.0000000,1745
SPFB.Si-9.23,1,20230913,160200,96452.0000000,96490.0000000,96439.0000000,96441.0000000,1625
SPFB.Si-9.23,1,20230913,160300,96442.0000000,96470.0000000,96416.0000000,96443.0000000,1368
SPFB.Si-9.23,1,20230913,160400,96443.0000000,96541.0000000,96435.0000000,96530.0000000,4104
SPFB.Si-9.23,1,20230913,160500,96533.0000000,96582.0000000,96482.0000000,96526.0000000,6736
SPFB.Si-9.23,1,20230913,160600,96527.0000000,96552.0000000,96451.0000000,96515.0000000,4764
SPFB.Si-9.23,1,20230913,160700,96516.0000000,96548.0000000,96465.0000000,96516.0000000,2549
SPFB.Si-9.23,1,20230913,160800,96516.0000000,96546.0000000,96492.0000000,96497.0000000,1818
SPFB.Si-9.23,1,20230913,160900,96496.0000000,96548.0000000,96496.0000000,96547.0000000,974
SPFB.Si-9.23,1,20230913,161000,96548.0000000,96555.0000000,96540.0000000,96540.0000000,759
SPFB.Si-9.23,1,20230913,161100,96539.0000000,96554.0000000,96530.0000000,96547.0000000,648
SPFB.Si-9.23,1,20230913,161200,96549.0000000,96555.0000000,96537.0000000,96553.0000000,1009
SPFB.Si-9.23,1,20230913,161300,96554.0000000,96559.0000000,96553.0000000,96557.0000000,493
SPFB.Si-9.23,1,20230913,161400,96556.0000000,96557.0000000,96544.0000000,96553.0000000,507
SPFB.Si-9.23,1,20230913,161500,96555.0000000,96570.0000000,96540.0000000,96540.0000000,2923
SPFB.Si-9.23,1,20230913,161600,96540.0000000,96540.0000000,96454.0000000,96476.0000000,3565
SPFB.Si-9.23,1,20230913,161700,96475.0000000,96476.0000000,96370.0000000,96431.0000000,4291
SPFB.Si-9.23,1,20230913,161800,96427.0000000,96465.0000000,96340.0000000,96356.0000000,2229
SPFB.Si-9.23,1,20230913,161900,96355.0000000,96395.0000000,96305.0000000,96395.0000000,2177
SPFB.Si-9.23,1,20230913,162000,96393.0000000,96396.0000000,96309.0000000,96342.0000000,1182
SPFB.Si-9.23,1,20230913,162100,96339.0000000,96438.0000000,96339.0000000,96434.0000000,2288
SPFB.Si-9.23,1,20230913,162200,96435.0000000,96547.0000000,96422.0000000,96523.0000000,3438
SPFB.Si-9.23,1,20230913,162300,96523.0000000,96530.0000000,96468.0000000,96514.0000000,1830
SPFB.Si-9.23,1,20230913,162400,96516.0000000,96523.0000000,96446.0000000,96453.0000000,1069
SPFB.Si-9.23,1,20230913,162500,96455.0000000,96509.0000000,96448.0000000,96488.0000000,1197
SPFB.Si-9.23,1,20230913,162600,96487.0000000,96487.0000000,96444.0000000,96456.0000000,418
